Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2011Q1,Risk 2 (Medium),Restaurant,611,103,16.86
2011Q1,Risk 2 (Medium),School,13,2,15.38
2011Q1,Risk 2 (Medium),Wholesale,15,5,33.33
2011Q1,Risk 2 (Medium),Wrigley Roof Top,3,2,66.67
2011Q1,Risk 2 (Medium),coffee shop,3,1,33.33
2011Q1,Risk 3 (Low),Bakery,1,0,0.0
2011Q1,Risk 3 (Low),COMMISSARY,1,0,0.0
2011Q1,Risk 3 (Low),Catering,1,0,0.0
2011Q1,Risk 3 (Low),GAS STATION,3,0,0.0
2011Q1,Risk 3 (Low),Grocery Store,200,84,42.0
2011Q1,Risk 3 (Low),KIOSK,3,0,0.0
2011Q1,Risk 3 (Low),Liquor,34,13,38.24
2011Q1,Risk 3 (Low),Mobile Food Dispenser,15,5,33.33
2011Q1,Risk 3 (Low),Restaurant,21,7,33.33
2011Q1,Risk 3 (Low),School,7,1,14.29
2011Q1,Risk 3 (Low),Shelter,1,0,0.0
2011Q1,Risk 3 (Low),Social Club,1,1,100.0
2011Q1,Risk 3 (Low),TAVERN,2,1,50.0
2011Q1,Risk 3 (Low),WINE STORE,6,4,66.67
2011Q1,Risk 3 (Low),Wholesale,10,2,20.0
2011Q1,Risk 3 (Low),convenience store,5,3,60.0
2011Q1,Risk 3 (Low),gas station,2,1,50.0
2011Q2,Risk 1 (High),1005 NURSING HOME,1,0,0.0
2011Q2,Risk 1 (High),1023 CHILDERN'S SERVICE S FACILITY,2,1,50.0
2011Q2,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,5,2,40.0
2011Q2,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,4,2,50.0
2011Q2,Risk 1 (High),ASSISSTED LIVING,1,0,0.0
2011Q2,Risk 1 (High),BANQUET HALL,3,1,33.33
2011Q2,Risk 1 (High),Bakery,25,6,24.0
2011Q2,Risk 1 (High),Banquet Dining,1,0,0.0
2011Q2,Risk 1 (High),CAFETERIA,1,0,0.0
2011Q2,Risk 1 (High),CHURCH,1,0,0.0
2011Q2,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2011Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,2,1,50.0
2011Q2,Risk 1 (High),CULINARY SCHOOL,1,0,0.0
2011Q2,Risk 1 (High),Catering,21,3,14.29
2011Q2,Risk 1 (High),Children's Services Facility,82,11,13.41
2011Q2,Risk 1 (High),Church Kitchen,1,0,0.0
2011Q2,Risk 1 (High),DAYCARE,2,0,0.0
2011Q2,Risk 1 (High),DAYCARE 1586,1,0,0.0
2011Q2,Risk 1 (High),Day Care Combo (1586),1,0,0.0
2011Q2,Risk 1 (High),Daycare (2 - 6 Years),95,21,22.11
2011Q2,Risk 1 (High),Daycare (Under 2 Years),13,3,23.08
2011Q2,Risk 1 (High),Daycare Above and Under 2 Years,63,10,15.87
2011Q2,Risk 1 (High),Daycare Combo 1586,33,9,27.27
2011Q2,Risk 1 (High),Deli,1,0,0.0
2011Q2,Risk 1 (High),GROCERY STORE/ RESTAURANT,2,0,0.0
2011Q2,Risk 1 (High),GROCERY STORE/BAKERY,3,1,33.33
2011Q2,Risk 1 (High),GROCERY STORE/TAQUERIA,1,0,0.0
2011Q2,Risk 1 (High),Golden Diner,2,0,0.0
2011Q2,Risk 1 (High),Grocery & Restaurant,2,1,50.0
2011Q2,Risk 1 (High),Grocery Store,187,39,20.86
2011Q2,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2011Q2,Risk 1 (High),Hospital,11,2,18.18
2011Q2,Risk 1 (High),ICE CREAM SHOP,1,0,0.0
2011Q2,Risk 1 (High),LIVE POULTRY,1,1,100.0
2011Q2,Risk 1 (High),Long Term Care,22,3,13.64
2011Q2,Risk 1 (High),Long Term Care Facility,2,1,50.0
2011Q2,Risk 1 (High),Long-Term Care Facility,1,0,0.0
2011Q2,Risk 1 (High),Mobile Food Dispenser,1,1,100.0
2011Q2,Risk 1 (High),NURSING HOME,1,0,0.0
2011Q2,Risk 1 (High),Private School,1,0,0.0
2011Q2,Risk 1 (High),ROOFTOP,1,1,100.0
2011Q2,Risk 1 (High),Restaurant,2270,505,22.25
2011Q2,Risk 1 (High),SUPPORTIVE LIVING,1,0,0.0
2011Q2,Risk 1 (High),School,484,72,14.88
2011Q2,Risk 1 (High),Shared Kitchen,1,0,0.0
2011Q2,Risk 1 (High),Shelter,1,0,0.0
2011Q2,Risk 1 (High),Special Event,5,0,0.0
2011Q2,Risk 1 (High),Wholesale,3,1,33.33
2011Q2,Risk 1 (High),cafeteria,1,0,0.0
2011Q2,Risk 1 (High),cooking school,1,1,100.0
2011Q2,Risk 1 (High),employee kitchen,1,0,0.0
2011Q2,Risk 2 (Medium),Bakery,56,11,19.64
2011Q2,Risk 2 (Medium),CANDY/GELATO,1,0,0.0
2011Q2,Risk 2 (Medium),CHURCH,4,1,25.0
2011Q2,Risk 2 (Medium),COMMISSARY,1,0,0.0
2011Q2,Risk 2 (Medium),COMMISSARY FOR SOFT SERVE ICE CREAM TRUCKS,1,0,0.0
2011Q2,Risk 2 (Medium),Church,1,0,0.0
2011Q2,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2011Q2,Risk 2 (Medium),GAS STATION/RESTAURANT,2,1,50.0
2011Q2,Risk 2 (Medium),GOLF COURSE CONNCESSION STAND,4,2,50.0
2011Q2,Risk 2 (Medium),Grocery Store,217,69,31.8
2011Q2,Risk 2 (Medium),JUICE BAR,1,0,0.0
2011Q2,Risk 2 (Medium),KIOSK,20,4,20.0
2011Q2,Risk 2 (Medium),LIVE POULTRY,3,1,33.33
2011Q2,Risk 2 (Medium),Mobile Food Dispenser,18,8,44.44
2011Q2,Risk 2 (Medium),NP-KIOSK,1,0,0.0
2011Q2,Risk 2 (Medium),Navy Pier Kiosk,9,0,0.0
2011Q2,Risk 2 (Medium),ROOF TOP,2,1,50.0
2011Q2,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2011Q2,Risk 2 (Medium),Restaurant,663,134,20.21
2011Q2,Risk 2 (Medium),School,25,2,8.0
2011Q2,Risk 2 (Medium),Shelter,2,0,0.0
2011Q2,Risk 2 (Medium),Special Event,4,0,0.0
2011Q2,Risk 2 (Medium),Wholesale,23,10,43.48
2011Q2,Risk 2 (Medium),Wrigley Roof Top,1,0,0.0
2011Q2,Risk 2 (Medium),convenience store,1,0,0.0
2011Q2,Risk 3 (Low),Bakery,1,0,0.0
2011Q2,Risk 3 (Low),CONVENIENCE,1,0,0.0
2011Q2,Risk 3 (Low),DRUG STORE/GROCERY,1,0,0.0
2011Q2,Risk 3 (Low),DRUG/FOOD STORE,3,1,33.33
2011Q2,Risk 3 (Low),GAS STATION,6,5,83.33
2011Q2,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2011Q2,Risk 3 (Low),GROCERY STORE/GAS STATION,2,1,50.0
2011Q2,Risk 3 (Low),Grocery Store,278,96,34.53
2011Q2,Risk 3 (Low),LIQUOR CONSUMPTION ON PREMISES.,2,1,50.0
2011Q2,Risk 3 (Low),Liquor,32,12,37.5
2011Q2,Risk 3 (Low),MOBIL FOOD 1315,1,0,0.0
2011Q2,Risk 3 (Low),Mobile Food Dispenser,50,18,36.0
2011Q2,Risk 3 (Low),Navy Pier Kiosk,5,0,0.0
2011Q2,Risk 3 (Low),Nutrition Store,1,0,0.0
2011Q2,Risk 3 (Low),RESTAURANT/LIQUOR,2,1,50.0
2011Q2,Risk 3 (Low),Restaurant,30,14,46.67
2011Q2,Risk 3 (Low),School,11,1,9.09
2011Q2,Risk 3 (Low),TAVERN,11,4,36.36
2011Q2,Risk 3 (Low),THEATER,1,1,100.0
2011Q2,Risk 3 (Low),Wholesale,23,7,30.43
2011Q2,Risk 3 (Low),convenience store,3,2,66.67
2011Q2,Risk 3 (Low),gas station,1,0,0.0
2011Q2,Risk 3 (Low),theater,1,0,0.0
2011Q2,Risk 3 (Low),video store,1,0,0.0
2011Q2,Risk 3 (Low),watermelon house,1,0,0.0
2011Q3,Risk 1 (High),AFTER SCHOOL PROGRAM,2,1,50.0
2011Q3,Risk 1 (High),BANQUET,5,3,60.0
2011Q3,Risk 1 (High),BANQUET FACILITY,1,0,0.0
2011Q3,Risk 1 (High),BANQUET HALL,1,0,0.0
2011Q3,Risk 1 (High),Bakery,20,6,30.0
2011Q3,Risk 1 (High),CAFETERIA,1,0,0.0
2011Q3,Risk 1 (High),CHARITY AID KITCHEN,1,0,0.0
2011Q3,Risk 1 (High),CHILDERN ACTIVITY FACILITY,1,0,0.0
2011Q3,Risk 1 (High),CHURCH,1,0,0.0
2011Q3,Risk 1 (High),Catering,36,11,30.56
2011Q3,Risk 1 (High),Children's Services Facility,65,13,20.0
2011Q3,Risk 1 (High),DAYCARE,5,0,0.0
2011Q3,Risk 1 (High),DAYCARE COMBO,1,1,100.0
2011Q3,Risk 1 (High),Daycare (2 - 6 Years),105,26,24.76
2011Q3,Risk 1 (High),Daycare (2 Years),3,0,0.0
2011Q3,Risk 1 (High),Daycare (Under 2 Years),16,4,25.0
2011Q3,Risk 1 (High),Daycare Above and Under 2 Years,83,8,9.64
2011Q3,Risk 1 (High),Daycare Combo 1586,45,13,28.89
2011Q3,Risk 1 (High),GROCERY STORE/TAQUERIA,1,0,0.0
2011Q3,Risk 1 (High),GROCERY/RESTAURANT,1,0,0.0
2011Q3,Risk 1 (High),Golden Diner,8,4,50.0
2011Q3,Risk 1 (High),Grocery Store,188,46,24.47
2011Q3,Risk 1 (High),Hospital,5,1,20.0
2011Q3,Risk 1 (High),LIVE POULTRY,1,0,0.0
2011Q3,Risk 1 (High),Long Term Care,7,0,0.0
2011Q3,Risk 1 (High),Mobile Food Dispenser,8,5,62.5
2011Q3,Risk 1 (High),Other,1,0,0.0
2011Q3,Risk 1 (High),PALETERIA,2,1,50.0
2011Q3,Risk 1 (High),PASTRY school,1,0,0.0
2011Q3,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2011Q3,Risk 1 (High),Pool,1,0,0.0
2011Q3,Risk 1 (High),REST/ROOFTOP,1,0,0.0
2011Q3,Risk 1 (High),RESTAURANT/HOSPITAL,1,1,100.0
2011Q3,Risk 1 (High),RIVERWALK,2,1,50.0
2011Q3,Risk 1 (High),ROOF TOPS,1,0,0.0
2011Q3,Risk 1 (High),ROOFTOP,1,0,0.0
2011Q3,Risk 1 (High),ROOFTOPS,1,0,0.0
2011Q3,Risk 1 (High),Restaurant,2012,508,25.25
2011Q3,Risk 1 (High),STADIUM,5,2,40.0
2011Q3,Risk 1 (High),School,171,33,19.3
2011Q3,Risk 1 (High),Shared Kitchen,2,0,0.0
2011Q3,Risk 1 (High),Shared Kitchen User (Long Term),9,0,0.0
2011Q3,Risk 1 (High),Shelter,8,2,25.0
2011Q3,Risk 1 (High),Special Event,6,3,50.0
2011Q3,Risk 1 (High),TENT RSTAURANT,1,1,100.0
2011Q3,Risk 1 (High),Wholesale,5,2,40.0
2011Q3,Risk 1 (High),banquet hall,2,1,50.0
2011Q3,Risk 1 (High),banquets,1,0,0.0
2011Q3,Risk 1 (High),banquets/room service,1,0,0.0
2011Q3,Risk 1 (High),cooking school,1,0,0.0
2011Q3,Risk 1 (High),grocery & restaurant,1,0,0.0
2011Q3,Risk 2 (Medium),BOYS AND GIRLS CLUB,1,0,0.0
2011Q3,Risk 2 (Medium),Bakery,52,15,28.85
2011Q3,Risk 2 (Medium),COMMISSARY,2,0,0.0
2011Q3,Risk 2 (Medium),Catering,1,0,0.0
2011Q3,Risk 2 (Medium),Coffee shop,1,0,0.0
2011Q3,Risk 2 (Medium),GAS STATION,1,1,100.0
2011Q3,Risk 2 (Medium),GROCERY AND BUTCHER,2,1,50.0
2011Q3,Risk 2 (Medium),Grocery Store,288,97,33.68
2011Q3,Risk 2 (Medium),HOT DOG STATION,1,0,0.0
2011Q3,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2011Q3,Risk 2 (Medium),Ice cream,1,0,0.0
2011Q3,Risk 2 (Medium),LIVE POULTRY,3,1,33.33
2011Q3,Risk 2 (Medium),Mobile Food Dispenser,9,6,66.67
2011Q3,Risk 2 (Medium),POPCORN SHOP,1,0,0.0
2011Q3,Risk 2 (Medium),ROOF TOP,2,1,50.0
2011Q3,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2011Q3,Risk 2 (Medium),ROOFTOP,1,1,100.0
2011Q3,Risk 2 (Medium),ROOFTOPS,1,0,0.0
2011Q3,Risk 2 (Medium),Restaurant,721,188,26.07
2011Q3,Risk 2 (Medium),SLAUGHTER HOUSE/ GROCERY,2,1,50.0
2011Q3,Risk 2 (Medium),STADIUM,1,0,0.0
2011Q3,Risk 2 (Medium),School,9,1,11.11
2011Q3,Risk 2 (Medium),Shared Kitchen User (Long Term),1,0,0.0
2011Q3,Risk 2 (Medium),Special Event,2,0,0.0
2011Q3,Risk 2 (Medium),WINE TASTING BAR,4,2,50.0
2011Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,2,0,0.0
2011Q3,Risk 2 (Medium),Wholesale,14,5,35.71
2011Q3,Risk 2 (Medium),Wrigley Roof Top,1,0,0.0
2011Q3,Risk 2 (Medium),coffee shop,2,1,50.0
2011Q3,Risk 2 (Medium),donut shop,1,0,0.0
2011Q3,Risk 2 (Medium),grocery/butcher,1,0,0.0
2011Q3,Risk 3 (Low),AFTER SCHOOL PROGRAM,1,0,0.0
2011Q3,Risk 3 (Low),BANQUET HALL,2,2,100.0
2011Q3,Risk 3 (Low),BAR,2,1,50.0
2011Q3,Risk 3 (Low),COFFEE CART,2,1,50.0
2011Q3,Risk 3 (Low),CONVENIENCE,1,1,100.0
2011Q3,Risk 3 (Low),CONVENIENCE STORE,1,0,0.0
2011Q3,Risk 3 (Low),Daycare (2 - 6 Years),1,0,0.0
2011Q3,Risk 3 (Low),Daycare Above and Under 2 Years,1,0,0.0
2011Q3,Risk 3 (Low),FOOD PANTRY,1,0,0.0
2011Q3,Risk 3 (Low),GAS STATION,2,0,0.0
2011Q3,Risk 3 (Low),Grocery Store,344,125,36.34
2011Q3,Risk 3 (Low),Liquor,18,8,44.44
2011Q3,Risk 3 (Low),MOBILE FOOD,1,0,0.0
2011Q3,Risk 3 (Low),Mobile Food Dispenser,47,24,51.06
2011Q3,Risk 3 (Low),Restaurant,35,9,25.71
2011Q3,Risk 3 (Low),SHARED KITCHEN USER (LONG TREM),1,0,0.0
2011Q3,Risk 3 (Low),School,3,1,33.33
2011Q3,Risk 3 (Low),Shared Kitchen User (Long Term),9,0,0.0
2011Q3,Risk 3 (Low),TAVERN,5,1,20.0
2011Q3,Risk 3 (Low),TENT RSTAURANT,1,1,100.0
2011Q3,Risk 3 (Low),Wholesale,16,3,18.75
2011Q3,Risk 3 (Low),convenience,2,1,50.0
2011Q3,Risk 3 (Low),convenience store,1,0,0.0
2011Q3,Risk 3 (Low),gas station,1,0,0.0
2011Q3,Risk 3 (Low),grocery,1,0,0.0
2011Q3,Risk 3 (Low),grocery/dollar store,1,0,0.0
2011Q3,Risk 3 (Low),theater,1,0,0.0
2011Q3,Risk 3 (Low),video store,1,0,0.0
2011Q4,Risk 1 (High),BAKERY/DELI,2,1,50.0
2011Q4,Risk 1 (High),BANQUET HALL,2,1,50.0
2011Q4,Risk 1 (High),Bakery,22,6,27.27
2011Q4,Risk 1 (High),CATERED EVENTS,1,1,100.0
2011Q4,Risk 1 (High),Catering,25,8,32.0
2011Q4,Risk 1 (High),Children's Services Facility,46,11,23.91
2011Q4,Risk 1 (High),Commissary,1,0,0.0
2011Q4,Risk 1 (High),DAYCARE,5,0,0.0
2011Q4,Risk 1 (High),DAYCARE COMBO,1,0,0.0
2011Q4,Risk 1 (High),Daycare (2 - 6 Years),91,19,20.88
2011Q4,Risk 1 (High),Daycare (2 Years),1,1,100.0
2011Q4,Risk 1 (High),Daycare (Under 2 Years),4,0,0.0
2011Q4,Risk 1 (High),Daycare Above and Under 2 Years,49,10,20.41
2011Q4,Risk 1 (High),Daycare Combo 1586,32,9,28.12
2011Q4,Risk 1 (High),GROCERY/CAFE,1,0,0.0
2011Q4,Risk 1 (High),GROCERY/RESTAURANT,3,1,33.33
2011Q4,Risk 1 (High),Golden Diner,16,2,12.5
2011Q4,Risk 1 (High),Grocery & Restaurant,1,0,0.0
2011Q4,Risk 1 (High),Grocery Store,151,33,21.85
2011Q4,Risk 1 (High),Hospital,18,2,11.11
2011Q4,Risk 1 (High),Long Term Care,30,7,23.33
2011Q4,Risk 1 (High),Long Term Care Facility,1,0,0.0
2011Q4,Risk 1 (High),MOBILE FOOD TRUCK,2,1,50.0
2011Q4,Risk 1 (High),Mobile Food Dispenser,1,0,0.0
2011Q4,Risk 1 (High),NON -PROFIT,1,0,0.0
2011Q4,Risk 1 (High),NOT FOR PROFIT,2,2,100.0
2011Q4,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2011Q4,Risk 1 (High),REST/GROCERY,1,0,0.0
2011Q4,Risk 1 (High),RESTAURANT/GROCERY,1,0,0.0
2011Q4,Risk 1 (High),RESTAURANT/HOSPITAL,1,0,0.0
2011Q4,Risk 1 (High),RESTUARANT AND BAR,1,0,0.0
2011Q4,Risk 1 (High),Restaurant,1991,468,23.51
2011Q4,Risk 1 (High),SMOKEHOUSE,1,0,0.0
2011Q4,Risk 1 (High),School,305,71,23.28
2011Q4,Risk 1 (High),Shared Kitchen,1,0,0.0
2011Q4,Risk 1 (High),Shared Kitchen User (Long Term),10,0,0.0
2011Q4,Risk 1 (High),Shelter,4,0,0.0
2011Q4,Risk 1 (High),Special Event,2,0,0.0
2011Q4,Risk 1 (High),Wholesale,6,2,33.33
2011Q4,Risk 1 (High),after school program,2,2,100.0
2011Q4,Risk 1 (High),cafeteria,1,0,0.0
2011Q4,Risk 1 (High),employee kitchen,1,0,0.0
2011Q4,Risk 2 (Medium),BAR/GRILL,1,0,0.0
2011Q4,Risk 2 (Medium),Bakery,51,8,15.69
2011Q4,Risk 2 (Medium),COFFEE SHOP,1,0,0.0
2011Q4,Risk 2 (Medium),Catering,2,0,0.0
2011Q4,Risk 2 (Medium),Daycare (2 - 6 Years),1,0,0.0
2011Q4,Risk 2 (Medium),GAS STATION,2,0,0.0
2011Q4,Risk 2 (Medium),GAS STATION/MINI MART,2,1,50.0
2011Q4,Risk 2 (Medium),GAS STATION/RESTAURANT,2,0,0.0
2011Q4,Risk 2 (Medium),GROCERY/CAFE,2,1,50.0
2011Q4,Risk 2 (Medium),Grocery Store,246,76,30.89
2011Q4,Risk 2 (Medium),Live Poultry,1,0,0.0
2011Q4,Risk 2 (Medium),MEXICAN CANDY STORE,1,0,0.0
2011Q4,Risk 2 (Medium),Meat Market,1,0,0.0
2011Q4,Risk 2 (Medium),REHAB CENTER,1,0,0.0
2011Q4,Risk 2 (Medium),RETAIL STORE,2,1,50.0
2011Q4,Risk 2 (Medium),Restaurant,627,127,20.26
2011Q4,Risk 2 (Medium),Restaurant(protein shake bar),1,0,0.0
2011Q4,Risk 2 (Medium),School,23,3,13.04
2011Q4,Risk 2 (Medium),Shared Kitchen User (Long Term),5,0,0.0
2011Q4,Risk 2 (Medium),Shared Kitchen User (Short Term),1,0,0.0
2011Q4,Risk 2 (Medium),Wholesale,10,3,30.0
2011Q4,Risk 2 (Medium),coffee shop,2,1,50.0
2011Q4,Risk 2 (Medium),drug treatment facility,1,0,0.0
2011Q4,Risk 2 (Medium),fish market,1,0,0.0
2011Q4,Risk 2 (Medium),live butcher,1,0,0.0
2011Q4,Risk 2 (Medium),snack shop,1,0,0.0
2011Q4,Risk 3 (Low),BANQUET HALL,2,1,50.0
2011Q4,Risk 3 (Low),BAR,1,1,100.0
2011Q4,Risk 3 (Low),Bakery,1,0,0.0
2011Q4,Risk 3 (Low),CATERED EVENTS,1,1,100.0
2011Q4,Risk 3 (Low),COFFEE CART,1,0,0.0
2011Q4,Risk 3 (Low),CONVENIENCE,4,1,25.0
2011Q4,Risk 3 (Low),CONVENIENCE STORE,3,2,66.67
2011Q4,Risk 3 (Low),Children's Services Facility,1,0,0.0
2011Q4,Risk 3 (Low),FITNESS CENTER,1,0,0.0
2011Q4,Risk 3 (Low),GAS STATION/STORE GROCERY,1,1,100.0
2011Q4,Risk 3 (Low),GROCERY/SERVICE GAS STATION,4,1,25.0
2011Q4,Risk 3 (Low),Grocery Store,435,149,34.25
2011Q4,Risk 3 (Low),HOTEL,2,1,50.0
2011Q4,Risk 3 (Low),Liquor,25,11,44.0
2011Q4,Risk 3 (Low),Mobile Food Dispenser,17,6,35.29
2011Q4,Risk 3 (Low),PACKAGED LIQUOR,4,2,50.0
2011Q4,Risk 3 (Low),RETAIL FOOD/GAS STATION,3,2,66.67
2011Q4,Risk 3 (Low),ROOM SERVICE,1,0,0.0
2011Q4,Risk 3 (Low),Restaurant,51,14,27.45
2011Q4,Risk 3 (Low),School,4,0,0.0
2011Q4,Risk 3 (Low),Shared Kitchen User (Long Term),8,0,0.0
2011Q4,Risk 3 (Low),Special Event,1,0,0.0
2011Q4,Risk 3 (Low),TAVERN,6,1,16.67
2011Q4,Risk 3 (Low),Tavern,2,1,50.0
2011Q4,Risk 3 (Low),Wholesale,28,14,50.0
2011Q4,Risk 3 (Low),convenience,1,0,0.0
2011Q4,Risk 3 (Low),convenience/drug store,1,0,0.0
2012Q1,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,1,0,0.0
2012Q1,Risk 1 (High),AFTER SCHOOL PROGRAM,1,0,0.0
2012Q1,Risk 1 (High),ASSISTED LIVING,2,0,0.0
2012Q1,Risk 1 (High),Bakery,18,2,11.11
2012Q1,Risk 1 (High),CAFETERIA,1,0,0.0
2012Q1,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2012Q1,Risk 1 (High),CHURCH/DAY CARE,3,2,66.67
2012Q1,Risk 1 (High),COLLEGE,2,1,50.0
2012Q1,Risk 1 (High),Catering,16,6,37.5
2012Q1,Risk 1 (High),Children's Services Facility,47,8,17.02
2012Q1,Risk 1 (High),"DAYCARE 2-6, UNDER 6",2,2,100.0
2012Q1,Risk 1 (High),Daycare (2 - 6 Years),65,21,32.31
2012Q1,Risk 1 (High),Daycare (Under 2 Years),3,1,33.33
2012Q1,Risk 1 (High),Daycare Above and Under 2 Years,54,12,22.22
2012Q1,Risk 1 (High),Daycare Combo 1586,20,8,40.0
2012Q1,Risk 1 (High),GROCERY STORE/ RESTAURANT,1,0,0.0
2012Q1,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2012Q1,Risk 1 (High),GROCERY/RESTAURANT,2,1,50.0
2012Q1,Risk 1 (High),Golden Diner,11,0,0.0
2012Q1,Risk 1 (High),Grocery Store,125,21,16.8
2012Q1,Risk 1 (High),Hospital,5,1,20.0
2012Q1,Risk 1 (High),Long Term Care,36,5,13.89
2012Q1,Risk 1 (High),Mobile Food Dispenser,1,0,0.0
2012Q1,Risk 1 (High),NON-FOR PROFIT BASEMENT KIT,1,0,0.0
2012Q1,Risk 1 (High),NURSING HOME,2,0,0.0
2012Q1,Risk 1 (High),PUBLIC SHCOOL,2,0,0.0
2012Q1,Risk 1 (High),REST/GROCERY,1,0,0.0
2012Q1,Risk 1 (High),RESTAURANT/BAR,3,1,33.33
2012Q1,Risk 1 (High),RESTAURANT/GROCERY STORE,2,1,50.0
2012Q1,Risk 1 (High),Restaurant,2242,410,18.29
2012Q1,Risk 1 (High),School,271,57,21.03
2012Q1,Risk 1 (High),School Cafeteria,1,0,0.0
2012Q1,Risk 1 (High),Shared Kitchen User (Long Term),8,0,0.0
2012Q1,Risk 1 (High),Shared Kitchen User (Short Term),4,0,0.0
2012Q1,Risk 1 (High),Shelter,2,0,0.0
2012Q1,Risk 1 (High),Special Event,1,0,0.0
2012Q1,Risk 1 (High),Wholesale,4,2,50.0
2012Q1,Risk 1 (High),grocery & restaurant,1,0,0.0
2012Q1,Risk 2 (Medium),BAKERY/ RESTAURANT,1,0,0.0
2012Q1,Risk 2 (Medium),Bakery,31,8,25.81
2012Q1,Risk 2 (Medium),CAFE/STORE,1,0,0.0
2012Q1,Risk 2 (Medium),COFFEE SHOP,1,0,0.0
2012Q1,Risk 2 (Medium),Daycare Above and Under 2 Years,1,0,0.0
2012Q1,Risk 2 (Medium),GROCERY STORE/DELI,4,3,75.0
2012Q1,Risk 2 (Medium),Grocery Store,186,59,31.72
2012Q1,Risk 2 (Medium),HOSTEL,1,0,0.0
2012Q1,Risk 2 (Medium),Mobile Food Dispenser,2,1,50.0
2012Q1,Risk 2 (Medium),ROOFTOP,1,0,0.0
2012Q1,Risk 2 (Medium),Restaurant,507,100,19.72
2012Q1,Risk 2 (Medium),School,15,3,20.0
2012Q1,Risk 2 (Medium),Shared Kitchen User (Long Term),4,0,0.0
2012Q1,Risk 2 (Medium),Wholesale,8,4,50.0
2012Q1,Risk 2 (Medium),grocery/butcher,1,0,0.0
2012Q1,Risk 3 (Low),AFTER SCHOOL PROGRAM,1,0,0.0
2012Q1,Risk 3 (Low),BAR,1,0,0.0
2012Q1,Risk 3 (Low),CONVENIENCE STORE,3,1,33.33
2012Q1,Risk 3 (Low),Children's Services Facility,1,0,0.0
2012Q1,Risk 3 (Low),FROZEN DESSERTS DISPENSER -NON MOTORIZED,1,0,0.0
2012Q1,Risk 3 (Low),GAS STATION,1,0,0.0
2012Q1,Risk 3 (Low),GAS STATION/STORE,1,1,100.0
2012Q1,Risk 3 (Low),GAS STATION/STORE GROCERY,1,0,0.0
2012Q1,Risk 3 (Low),GROCERY STORE / GAS STATION,2,1,50.0
2012Q1,Risk 3 (Low),Golden Diner,1,0,0.0
2012Q1,Risk 3 (Low),Grocery Store,238,82,34.45
2012Q1,Risk 3 (Low),Liquor,14,4,28.57
2012Q1,Risk 3 (Low),MOBILE FROZEN DESSERTS DISPENSER-NON- MOTORIZED,1,0,0.0
2012Q1,Risk 3 (Low),MOBILE FROZEN DESSERTS DISPENSER-NON-MOTOR,1,0,0.0
2012Q1,Risk 3 (Low),MOBILE FROZEN DESSERTS DISPENSER-NON-MOTORIZED,2,0,0.0
2012Q1,Risk 3 (Low),Mobile Food Dispenser,19,6,31.58
2012Q1,Risk 3 (Low),Mobile Frozen Dessert Dispenser_non  Motorized.,3,0,0.0
2012Q1,Risk 3 (Low),NAIL SHOP,1,0,0.0
2012Q1,Risk 3 (Low),NIGHT CLUB,1,1,100.0
2012Q1,Risk 3 (Low),PHARMACY,1,1,100.0
2012Q1,Risk 3 (Low),Restaurant,40,8,20.0
2012Q1,Risk 3 (Low),STORE,1,0,0.0
2012Q1,Risk 3 (Low),SUMMER FEEDING,1,0,0.0
2012Q1,Risk 3 (Low),School,5,1,20.0
2012Q1,Risk 3 (Low),Shared Kitchen User (Long Term),3,0,0.0
2012Q1,Risk 3 (Low),Shared Kitchen User (Short Term),1,0,0.0
2012Q1,Risk 3 (Low),TAVERN,2,2,100.0
2012Q1,Risk 3 (Low),TEA STORE,1,0,0.0
2012Q1,Risk 3 (Low),Wholesale,23,8,34.78
2012Q1,Risk 3 (Low),convenience,1,0,0.0
2012Q1,Risk 3 (Low),gas station,2,0,0.0
2012Q2,Risk 1 (High),1023 CHILDERN'S SERVICE S FACILITY,1,0,0.0
2012Q2,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,2,0,0.0
2012Q2,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,2,0,0.0
2012Q2,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2012Q2,Risk 1 (High),Bakery,30,7,23.33
2012Q2,Risk 1 (High),CAFETERIA,1,0,0.0
2012Q2,Risk 1 (High),Catering,28,7,25.0
2012Q2,Risk 1 (High),Children's Services Facility,46,4,8.7
